SentenceFrame	Condition	Plausibility	TargetCloze	Sentence
frame95	target_word	5	95	Katie looks much younger than her actual age now.
frame95	surface_related	1.5	95	Katie looks much younger than her actual ace now.
frame95	semantically_related	1.4	95	Katie looks much younger than her actual birth now.
frame95	unrelated	1.4	95	Katie looks much younger than her actual oak now.
frame96	target_word	5	84	After the meal, Matthew asked a waiter to bring the bill quickly.
frame96	surface_related	1.9	84	After the meal, Matthew asked a waiter to bring the pill quickly.
frame96	semantically_related	2.1	84	After the meal, Matthew asked a waiter to bring the tip quickly.
frame96	unrelated	1.9	84	After the meal, Matthew asked a waiter to bring the mess quickly.
frame97	target_word	5	95	Hearing the noise outside the classroom, the lecturer closed the door immediately.
frame97	surface_related	1.4	95	Hearing the noise outside the classroom, the lecturer closed the donor immediately.
frame97	semantically_related	2	95	Hearing the noise outside the classroom, the lecturer closed the knob immediately.
frame97	unrelated	1.3	95	Hearing the noise outside the classroom, the lecturer closed the loan immediately.
frame98	target_word	4.9	84	Elizabeth doesn't believe Matt since he has told lies before.
frame98	surface_related	1.4	84	Elizabeth doesn't believe Matt since he has told pies before.
frame98	semantically_related	2	84	Elizabeth doesn't believe Matt since he has told truth before.
frame98	unrelated	2.1	84	Elizabeth doesn't believe Matt since he has told ways before.
frame99	target_word	5	75	The thief stole the bike easily as it had no lock yesterday.
frame99	surface_related	1.5	75	The thief stole the bike easily as it had no look yesterday.
frame99	semantically_related	2.1	75	The thief stole the bike easily as it had no door yesterday.
frame99	unrelated	1.8	75	The thief stole the bike easily as it had no sum yesterday.
frame100	target_word	5	81	Anna brings a sandwich and a salad for her lunch usually.
frame100	surface_related	1.8	81	Anna brings a sandwich and a salad for her punch usually.
frame100	semantically_related	2.3	81	Anna brings a sandwich and a salad for her kitchen usually.
frame100	unrelated	2	81	Anna brings a sandwich and a salad for her issue usually.
frame101	target_word	4.9	100	People saw the first spaceship that landed on the moon together.
frame101	surface_related	1.9	100	People saw the first spaceship that landed on the mood together.
frame101	semantically_related	2.1	100	People saw the first spaceship that landed on the orbit together.
frame101	unrelated	1.5	100	People saw the first spaceship that landed on the heel together.
frame102	target_word	4.8	98	Children made a wish when they saw a shooting star yesterday.
frame102	surface_related	2.5	98	Children made a wish when they saw a shooting scar yesterday.
frame102	semantically_related	2.1	98	Children made a wish when they saw a shooting galaxy yesterday.
frame102	unrelated	1.4	98	Children made a wish when they saw a shooting devil yesterday.
frame103	target_word	5	100	Maya got a cold and has a runny nose now.
frame103	surface_related	2	100	Maya got a cold and has a runny pose now.
frame103	semantically_related	1.8	100	Maya got a cold and has a runny chin now.
frame103	unrelated	1.5	100	Maya got a cold and has a runny term now.
frame104	target_word	4.8	78	The country has no war and people live in peace today.
frame104	surface_related	1.5	78	The country has no war and people live in peak today.
frame104	semantically_related	2.5	78	The country has no war and people live in treaty today.
frame104	unrelated	2	78	The country has no war and people live in yacht today.
frame105	target_word	4.8	81	To make the garden more green, Amy is growing various plants now.
frame105	surface_related	1.5	81	To make the garden more green, Amy is growing various planets now.
frame105	semantically_related	1.1	81	To make the garden more green, Amy is growing various sunlight now.
frame105	unrelated	1.9	81	To make the garden more green, Amy is growing various limits now.
frame106	target_word	4.9	73	To prevent spreading her cold, Jane is wearing a mask now.
frame106	surface_related	1.5	73	To prevent spreading her cold, Jane is wearing a task now.
frame106	semantically_related	1.6	73	To prevent spreading her cold, Jane is wearing a face now.
frame106	unrelated	1.7	73	To prevent spreading her cold, Jane is wearing a pane now.
frame107	target_word	3.9	87	The leaking rain was due to a hole in the roof yesterday.
frame107	surface_related	1.3	87	The leaking rain was due to a hole in the root yesterday.
frame107	semantically_related	2.6	87	The leaking rain was due to a hole in the floor yesterday.
frame107	unrelated	1.4	87	The leaking rain was due to a hole in the pain yesterday.
frame108	target_word	4.5	73	The fisherman was trying to catch fish in a net earlier.
frame108	surface_related	1.6	73	The fisherman was trying to catch fish in a jet earlier.
frame108	semantically_related	1.6	73	The fisherman was trying to catch fish in a gross earlier.
frame108	unrelated	1.5	73	The fisherman was trying to catch fish in a man earlier.
frame109	target_word	4.2	48	The plant lacks sunlight because it's placed in the shade now.
frame109	surface_related	1.3	48	The plant lacks sunlight because it's placed in the shape now.
frame109	semantically_related	2.1	48	The plant lacks sunlight because it's placed in the grass now.
frame109	unrelated	1.5	48	The plant lacks sunlight because it's placed in the broom now.
frame110	target_word	5	92	Sophia cannot find a suitable lotion because of her delicate skin now.
frame110	surface_related	1.9	92	Sophia cannot find a suitable lotion because of her delicate spin now.
frame110	semantically_related	2.4	92	Sophia cannot find a suitable lotion because of her delicate sweat now.
frame110	unrelated	1.8	92	Sophia cannot find a suitable lotion because of her delicate copy now.
frame111	target_word	4.8	64	The driver was stopped as he exceeded the specified speed yesterday.
frame111	surface_related	1.5	64	The driver was stopped as he exceeded the specified speech yesterday.
frame111	semantically_related	1.5	64	The driver was stopped as he exceeded the specified jet yesterday.
frame111	unrelated	1.9	64	The driver was stopped as he exceeded the specified tablet yesterday.
frame112	target_word	5	87	Conner went down the stairs and sat on the bottom step slowly.
frame112	surface_related	1.8	87	Conner went down the stairs and sat on the bottom stem slowly.
frame112	semantically_related	1.1	87	Conner went down the stairs and sat on the bottom process slowly.
frame112	unrelated	1.6	87	Conner went down the stairs and sat on the bottom jail slowly.
frame113	target_word	3.9	89	With a high salary, he needs to pay more tax accordingly.
frame113	surface_related	1.3	89	With a high salary, he needs to pay more wax accordingly.
frame113	semantically_related	2	89	With a high salary, he needs to pay more income accordingly.
frame113	unrelated	1.5	89	With a high salary, he needs to pay more ash accordingly.
frame114	target_word	4.5	62	Tilly's sister did the cleaning today, so tomorrow it's her turn naturally.
frame114	surface_related	1.5	62	Tilly's sister did the cleaning today, so tomorrow it's her turf naturally.
frame114	semantically_related	1.6	62	Tilly's sister did the cleaning today, so tomorrow it's her gear naturally.
frame114	unrelated	1.4	62	Tilly's sister did the cleaning today, so tomorrow it's her acid naturally.
frame115	target_word	5	59	There was a recycling campaign to reduce the amount of waste more.
frame115	surface_related	1.8	59	There was a recycling campaign to reduce the amount of paste more.
frame115	semantically_related	1.8	59	There was a recycling campaign to reduce the amount of toilets more.
frame115	unrelated	1.5	59	There was a recycling campaign to reduce the amount of relief more.
frame116	target_word	4.9	67	Jamie bravely stopped the robbery without feeling any fear yesterday.
frame116	surface_related	1.5	67	Jamie bravely stopped the robbery without feeling any year yesterday.
frame116	semantically_related	1.5	67	Jamie bravely stopped the robbery without feeling any escape yesterday.
frame116	unrelated	1.9	67	Jamie bravely stopped the robbery without feeling any dirt yesterday.
frame117	target_word	5	45	The attendees can't miss the meeting without a good excuse tomorrow.
frame117	surface_related	1.5	45	The attendees can't miss the meeting without a good excise tomorrow.
frame117	semantically_related	2	45	The attendees can't miss the meeting without a good doubt tomorrow.
frame117	unrelated	1.7	45	The attendees can't miss the meeting without a good style tomorrow.
frame118	target_word	4.7	42	Frank will double-check the notification in case there is any change tomorrow.
frame118	surface_related	2	42	Frank will double-check the notification in case there is any range tomorrow.
frame118	semantically_related	1.8	42	Frank will double-check the notification in case there is any same tomorrow.
frame118	unrelated	2.6	42	Frank will double-check the notification in case there is any land tomorrow.
frame119	target_word	4.5	73	Finishing his study abroad, David will return to his own country finally.
frame119	surface_related	2.1	73	Finishing his study abroad, David will return to his own counter finally.
frame119	semantically_related	1.1	73	Finishing his study abroad, David will return to his own import finally.
frame119	unrelated	2.5	73	Finishing his study abroad, David will return to his own puzzle finally.
frame120	target_word	5	78	The businessman left his laptop on his desk yesterday.
frame120	surface_related	1.3	78	The businessman left his laptop on his dusk yesterday.
frame120	semantically_related	2.9	78	The businessman left his laptop on his receptionist yesterday.
frame120	unrelated	2	78	The businessman left his laptop on his pine yesterday.
frame121	target_word	4.4	95	Rose couldn't eat noodles using chopsticks, so used a fork instead.
frame121	surface_related	1.2	95	Rose couldn't eat noodles using chopsticks, so used a fort instead.
frame121	semantically_related	2.2	95	Rose couldn't eat noodles using chopsticks, so used a cup instead.
frame121	unrelated	1.6	95	Rose couldn't eat noodles using chopsticks, so used a peer instead.
frame122	target_word	4.6	95	The bird cannot fly because it injured its wing earlier.
frame122	surface_related	1.3	95	The bird cannot fly because it injured its ring earlier.
frame122	semantically_related	2	95	The bird cannot fly because it injured its glide earlier.
frame122	unrelated	1.5	95	The bird cannot fly because it injured its frog earlier.
frame123	target_word	4.5	89	Eliza worried about her breath, so she took an extra mint yesterday.
frame123	surface_related	1.4	89	Eliza worried about her breath, so she took an extra hint yesterday.
frame123	semantically_related	2.6	89	Eliza worried about her breath, so she took an extra herb yesterday.
frame123	unrelated	2.4	89	Eliza worried about her breath, so she took an extra toll yesterday.
frame124	target_word	4.6	62	Changing majors required students to fill out a twenty-page long form usually.
frame124	surface_related	1.2	62	Changing majors required students to fill out a twenty-page long norm usually.
frame124	semantically_related	2.2	62	Changing majors required students to fill out a twenty-page long example usually.
frame124	unrelated	1.6	62	Changing majors required students to fill out a twenty-page long rival usually.
frame125	target_word	4.7	89	Violet left the dirty plates and cups in the sink today.
frame125	surface_related	1.4	89	Violet left the dirty plates and cups in the link today.
frame125	semantically_related	2.4	89	Violet left the dirty plates and cups in the towel today.
frame125	unrelated	1.9	89	Violet left the dirty plates and cups in the army today.
frame126	target_word	4.2	53	To increase her hair volume, the woman wears a wig usually.
frame126	surface_related	1.5	53	To increase her hair volume, the woman wears a pig usually.
frame126	semantically_related	2.3	53	To increase her hair volume, the woman wears a comb usually.
frame126	unrelated	1.6	53	To increase her hair volume, the woman wears a pea usually.
frame127	target_word	4.7	73	Eleanor covered the old ugly floor with a large rug completely.
frame127	surface_related	1.2	73	Eleanor covered the old ugly floor with a large rum completely.
frame127	semantically_related	2.4	73	Eleanor covered the old ugly floor with a large tie completely.
frame127	unrelated	2	73	Eleanor covered the old ugly floor with a large ham completely.
frame128	target_word	4.1	70	The room with bad ventilation got a ceiling fan finally.
frame128	surface_related	1.2	70	The room with bad ventilation got a ceiling fat finally.
frame128	semantically_related	1.5	70	The room with bad ventilation got a ceiling air finally.
frame128	unrelated	2.2	70	The room with bad ventilation got a ceiling kit finally.
frame129	target_word	4.3	73	For a removal, Cameron packed the TV into its original box carefully.
frame129	surface_related	1.2	73	For a removal, Cameron packed the TV into its original boa carefully.
frame129	semantically_related	1.6	73	For a removal, Cameron packed the TV into its original lid carefully.
frame129	unrelated	1.5	73	For a removal, Cameron packed the TV into its original oil carefully.
frame130	target_word	4.4	100	Selling drugs is against the law today.
frame130	surface_related	1.5	100	Selling drugs is against the saw today.
frame130	semantically_related	1.8	100	Selling drugs is against the jury today.
frame130	unrelated	1.5	100	Selling drugs is against the fee today.
frame131	target_word	4.9	100	The waiter wasn't polite, so he didn't receive a good tip yesterday.
frame131	surface_related	1.3	100	The waiter wasn't polite, so he didn't receive a good lip yesterday.
frame131	semantically_related	1.8	100	The waiter wasn't polite, so he didn't receive a good thumb yesterday.
frame131	unrelated	1.8	100	The waiter wasn't polite, so he didn't receive a good van yesterday.
frame132	target_word	4.6	92	For Christmas, the children are hanging bells on the tree happily.
frame132	surface_related	1.5	92	For Christmas, the children are hanging bells on the treat happily.
frame132	semantically_related	2.4	92	For Christmas, the children are hanging bells on the squirrel happily.
frame132	unrelated	1.5	92	For Christmas, the children are hanging bells on the inch happily.
frame133	target_word	4.7	42	To expand their market, the project team made a rough plan together.
frame133	surface_related	1.4	42	To expand their market, the project team made a rough plank together.
frame133	semantically_related	1.6	42	To expand their market, the project team made a rough future together.
frame133	unrelated	1.6	42	To expand their market, the project team made a rough rifle together.
frame134	target_word	4.3	92	Because of the storm, the ocean has big waves now.
frame134	surface_related	1.3	92	Because of the storm, the ocean has big caves now.
frame134	semantically_related	1.8	92	Because of the storm, the ocean has big surfers now.
frame134	unrelated	2	92	Because of the storm, the ocean has big heads now.
frame135	target_word	4.6	92	The sales staff forgot to attach the price tag again.
frame135	surface_related	1.5	92	The sales staff forgot to attach the price tug again.
frame135	semantically_related	1.6	92	The sales staff forgot to attach the price name again.
frame135	unrelated	1.6	92	The sales staff forgot to attach the price eve again.
frame136	target_word	4.7	56	To make a pancake easily, Julia used a pancake mix yesterday.
frame136	surface_related	1.5	56	To make a pancake easily, Julia used a pancake fix yesterday.
frame136	semantically_related	1	56	To make a pancake easily, Julia used a pancake digestion yesterday.
frame136	unrelated	1.6	56	To make a pancake easily, Julia used a pancake bid yesterday.
frame137	target_word	4.5	31	The new variety show appointed the entertainer as a host yesterday.
frame137	surface_related	2.5	31	The new variety show appointed the entertainer as a post yesterday.
frame137	semantically_related	1.1	31	The new variety show appointed the entertainer as a meeting yesterday.
frame137	unrelated	1.9	31	The new variety show appointed the entertainer as a drill yesterday.
frame138	target_word	4.7	87	Nigel's son should inherit the estate according to his will naturally.
frame138	surface_related	1.3	87	Nigel's son should inherit the estate according to his pill naturally.
frame138	semantically_related	1.9	87	Nigel's son should inherit the estate according to his fact naturally.
frame138	unrelated	2.1	87	Nigel's son should inherit the estate according to his site naturally.
frame139	target_word	4.3	95	It's expected to snow as it will get very cold tomorrow.
frame139	surface_related	1.3	95	It's expected to snow as it will get very old tomorrow.
frame139	semantically_related	1.5	95	It's expected to snow as it will get very hot tomorrow.
frame139	unrelated	1.5	95	It's expected to snow as it will get very tall tomorrow.
frame140	target_word	4.5	89	The explorer in the desert hopes to ride the camel tomorrow.
frame140	surface_related	2	89	The explorer in the desert hopes to ride the caramel tomorrow.
frame140	semantically_related	2.1	89	The explorer in the desert hopes to ride the oasis tomorrow.
frame140	unrelated	1.9	89	The explorer in the desert hopes to ride the user tomorrow.
frame141	target_word	4.4	34	For the parade, the king's servants will refurbish the entire castle perfectly.
frame141	surface_related	1.1	34	For the parade, the king's servants will refurbish the entire cattle perfectly.
frame141	semantically_related	1.7	34	For the parade, the king's servants will refurbish the entire lords perfectly.
frame141	unrelated	1.5	34	For the parade, the king's servants will refurbish the entire depth perfectly.
frame142	target_word	4.9	81	Making traditional Indian curry requires using several types of spice together.
frame142	surface_related	1.4	81	Making traditional Indian curry requires using several types of space together.
frame142	semantically_related	1.6	81	Making traditional Indian curry requires using several types of orient together.
frame142	unrelated	1.7	81	Making traditional Indian curry requires using several types of excess together.
frame143	target_word	4.5	95	To finish the cake, Scarlet spread the whipped cream generously.
frame143	surface_related	2.2	95	To finish the cake, Scarlet spread the whipped dream generously.
frame143	semantically_related	1.6	95	To finish the cake, Scarlet spread the whipped pizzas generously.
frame143	unrelated	1.7	95	To finish the cake, Scarlet spread the whipped fibre generously.
frame144	target_word	4.9	59	Students learned how to convert kilometres to miles yesterday.
frame144	surface_related	1.5	59	Students learned how to convert kilometres to piles yesterday.
frame144	semantically_related	1.9	59	Students learned how to convert kilometres to riders yesterday.
frame144	unrelated	1.5	59	Students learned how to convert kilometres to veins yesterday.
frame145	target_word	4.1	95	To compress the air, the machine applies high pressure constantly.
frame145	surface_related	2.2	95	To compress the air, the machine applies high pleasure constantly.
frame145	semantically_related	1.6	95	To compress the air, the machine applies high relief constantly.
frame145	unrelated	1.5	95	To compress the air, the machine applies high session constantly.
frame146	target_word	4.6	70	Before exchanging money, Rebecca asks the exchange rate usually.
frame146	surface_related	1.2	70	Before exchanging money, Rebecca asks the exchange fate usually.
frame146	semantically_related	2.1	70	Before exchanging money, Rebecca asks the exchange pace usually.
frame146	unrelated	1.5	70	Before exchanging money, Rebecca asks the exchange exit usually.
frame147	target_word	4.5	89	Lydia cannot eat anymore as she is so full now.
frame147	surface_related	1.7	89	Lydia cannot eat anymore as she is so dull now.
frame147	semantically_related	1.5	89	Lydia cannot eat anymore as she is so half now.
frame147	unrelated	1.7	89	Lydia cannot eat anymore as she is so mild now.
frame148	target_word	4.5	92	Dogs have a good sense of smell naturally.
frame148	surface_related	1.2	92	Dogs have a good sense of shell naturally.
frame148	semantically_related	1.6	92	Dogs have a good sense of nose naturally.
frame148	unrelated	1.3	92	Dogs have a good sense of cash naturally.
frame149	target_word	4.7	100	Laura will eat the ice cream quickly before it melts down.
frame149	surface_related	1.6	100	Laura will eat the ice cream quickly before it meets down.
frame149	semantically_related	1.7	100	Laura will eat the ice cream quickly before it boils down.
frame149	unrelated	2.4	100	Laura will eat the ice cream quickly before it opens down.
frame150	target_word	4.8	98	After the main course, Sara checked the dessert menu excitedly.
frame150	surface_related	1.5	98	After the main course, Sara checked the dessert venue excitedly.
frame150	semantically_related	2	98	After the main course, Sara checked the dessert chef excitedly.
frame150	unrelated	1.2	98	After the main course, Sara checked the dessert bond excitedly.
frame151	target_word	4.2	70	Andrew was late because his train had a delay again.
frame151	surface_related	1.2	70	Andrew was late because his train had a decay again.
frame151	semantically_related	1.5	70	Andrew was late because his train had a time again.
frame151	unrelated	1.5	70	Andrew was late because his train had a tone again.
frame152	target_word	4.3	34	The bomb expert pinpointed a switch to make the bomb explode finally.
frame152	surface_related	1.8	34	The bomb expert pinpointed a switch to make the bomb explore finally.
frame152	semantically_related	2.1	34	The bomb expert pinpointed a switch to make the bomb pour finally.
frame152	unrelated	1.7	34	The bomb expert pinpointed a switch to make the bomb stretch finally.
frame153	target_word	4.3	73	Immigration exposed Lisa to a different culture naturally.
frame153	surface_related	1.4	73	Immigration exposed Lisa to a different vulture naturally.
frame153	semantically_related	2.1	73	Immigration exposed Lisa to a different sociology naturally.
frame153	unrelated	1.8	73	Immigration exposed Lisa to a different ginger naturally.
frame154	target_word	4.3	39	The bridge was washed away by the flood yesterday.
frame154	surface_related	1.7	39	The bridge was washed away by the blood yesterday.
frame154	semantically_related	2.5	39	The bridge was washed away by the soil yesterday.
frame154	unrelated	1.5	39	The bridge was washed away by the glove yesterday.
frame155	target_word	4.7	100	The story was far from logical and didn't make any sense completely.
frame155	surface_related	1.2	100	The story was far from logical and didn't make any fence completely.
frame155	semantically_related	1.8	100	The story was far from logical and didn't make any taste completely.
frame155	unrelated	1.5	100	The story was far from logical and didn't make any button completely.
frame156	target_word	4.4	59	Having no ink or paper, the office workers couldn't print anything.
frame156	surface_related	1.4	59	Having no ink or paper, the office workers couldn't point anything.
frame156	semantically_related	2.1	59	Having no ink or paper, the office workers couldn't erase anything.
frame156	unrelated	2.4	59	Having no ink or paper, the office workers couldn't move anything.
frame157	target_word	4.6	87	In the tennis lesson, Lauren hit the ball with her racket well.
frame157	surface_related	1.6	87	In the tennis lesson, Lauren hit the ball with her rocket well.
frame157	semantically_related	1.5	87	In the tennis lesson, Lauren hit the ball with her game well.
frame157	unrelated	2	87	In the tennis lesson, Lauren hit the ball with her area well.
frame158	target_word	4.2	45	Joe has grown his moustache, but will give it a shave tomorrow.
frame158	surface_related	1.4	45	Joe has grown his moustache, but will give it a share tomorrow.
frame158	semantically_related	1.4	45	Joe has grown his moustache, but will give it a hair tomorrow.
frame158	unrelated	1.7	45	Joe has grown his moustache, but will give it a turtle tomorrow.
frame159	target_word	4.2	100	It's so itchy that Chris can't help scratching the mosquito bite constantly.
frame159	surface_related	1.2	100	It's so itchy that Chris can't help scratching the mosquito bike constantly.
frame159	semantically_related	1.6	100	It's so itchy that Chris can't help scratching the mosquito chew constantly.
frame159	unrelated	2.3	100	It's so itchy that Chris can't help scratching the mosquito tape constantly.
