Frame	Condition	FullSentence	TargetWord
Frame120	unrel	Margaret thought with her new dress and fancy belt, the scarf would look marvelous around her generation with some pearls.	generation
Frame122	pred	The vampire bit his victim on the neck with glee.	neck
Frame122	orth	The vampire bit his victim on the peck with glee.	peck
Frame122	sem	The vampire bit his victim on the strain with glee.	strain
Frame122	unrel	The vampire bit his victim on the half with glee.	half
Frame123	pred	The bird laid her eggs in the nest up high.	nest
Frame123	orth	The bird laid her eggs in the vest up high.	vest
Frame123	sem	The bird laid her eggs in the twig up high.	twig
Frame123	unrel	The bird laid her eggs in the inch up high.	inch
Frame124	pred	He knew that he could call Chris even if it was the middle of the night in London.	night
Frame124	orth	He knew that he could call Chris even if it was the middle of the tight in London.	tight
Frame124	sem	He knew that he could call Chris even if it was the middle of the moon in London.	moon
Frame124	unrel	He knew that he could call Chris even if it was the middle of the master in London.	master
Frame125	pred	The perfumer sniffed the scent with his nose and smiled.	nose
Frame125	orth	The perfumer sniffed the scent with his lose and smiled.	lose
Frame125	sem	The perfumer sniffed the scent with his sneeze and smiled.	sneeze
Frame125	unrel	The perfumer sniffed the scent with his ship and smiled.	ship
Frame126	pred	Paul painted the clown's suit blue and gave him a big red nose and hat.	nose
Frame126	orth	Paul painted the clown's suit blue and gave him a big red dose and hat.	dose
Frame126	sem	Paul painted the clown's suit blue and gave him a big red sniff and hat.	sniff
Frame126	unrel	Paul painted the clown's suit blue and gave him a big red hero and hat.	hero
Frame128	pred	In caring for hospitalized patients, a doctor often needs the help of a nurse or some aides.	nurse
Frame128	orth	In caring for hospitalized patients, a doctor often needs the help of a purse or some aides.	purse
Frame128	sem	In caring for hospitalized patients, a doctor often needs the help of a needle or some aides.	needle
Frame128	unrel	In caring for hospitalized patients, a doctor often needs the help of a nickel or some aides.	nickel
Frame129	pred	Nora couldn't take the message because she didn't have a pencil or a piece of paper close by.	paper
Frame129	orth	Nora couldn't take the message because she didn't have a pencil or a piece of piper close by.	piper
Frame129	sem	Nora couldn't take the message because she didn't have a pencil or a piece of clip close by.	clip
Frame129	unrel	Nora couldn't take the message because she didn't have a pencil or a piece of hotel close by.	hotel
Frame130	pred	The dispute was settled by a third party after years in court.	party
Frame130	orth	The dispute was settled by a third parts after years in court.	parts
Frame130	sem	The dispute was settled by a third opposition after years in court.	opposition
Frame130	unrel	The dispute was settled by a third stump after years in court.	stump
Frame131	pred	The bad thing about a banana is that somebody could come along and slip on the peel and fall.	peel
Frame131	orth	The bad thing about a banana is that somebody could come along and slip on the feel and fall.	feel
Frame131	sem	The bad thing about a banana is that somebody could come along and slip on the orange and fall.	orange
Frame131	unrel	The bad thing about a banana is that somebody could come along and slip on the lodge and fall.	lodge
Frame132	pred	The actress signed her autograph with my pen and posed.	pen
Frame132	orth	The actress signed her autograph with my pea and posed.	pea
Frame132	sem	The actress signed her autograph with my cap and posed.	cap
Frame132	unrel	The actress signed her autograph with my diver and posed.	diver
Frame134	pred	Although she heard it ringing, Nancy was too busy cleaning the chimney to get the phone right now.	phone
Frame134	orth	Although she heard it ringing, Nancy was too busy cleaning the chimney to get the shone right now.	shone
Frame134	sem	Although she heard it ringing, Nancy was too busy cleaning the chimney to get the booth right now.	booth
Frame134	unrel	Although she heard it ringing, Nancy was too busy cleaning the chimney to get the haul right now.	haul
Frame135	pred	The thespian rehearsed a scene from the play on Broadway.	play
Frame135	orth	The thespian rehearsed a scene from the pray on Broadway.	pray
Frame135	sem	The thespian rehearsed a scene from the costume on Broadway.	costume
Frame135	unrel	The thespian rehearsed a scene from the sauce on Broadway.	sauce
Frame136	pred	The kangaroo carries its young in a pouch for months.	pouch
Frame136	orth	The kangaroo carries its young in a touch for months.	touch
Frame136	sem	The kangaroo carries its young in a zipper for months.	zipper
Frame136	unrel	The kangaroo carries its young in a monument for months.	monument
Frame137	pred	The woman stashed her wallet in her purse for safety.	purse
Frame137	orth	The woman stashed her wallet in her nurse for safety.	nurse
Frame137	sem	The woman stashed her wallet in her snatcher for safety.	snatcher
Frame137	unrel	The woman stashed her wallet in her guest for safety.	guest
Frame138	pred	The umbrella protected the walkers from the rain and wind.	rain
Frame138	orth	The umbrella protected the walkers from the main and wind.	main
Frame138	sem	The umbrella protected the walkers from the tropics and wind.	tropics
Frame138	unrel	The umbrella protected the walkers from the payment and wind.	payment
Frame139	pred	Eva put the whiskey bottle up high out of the baby's reach as a precaution.	reach
Frame139	orth	Eva put the whiskey bottle up high out of the baby's beach as a precaution.	beach
Frame139	sem	Eva put the whiskey bottle up high out of the baby's goal as a precaution.	goal
Frame139	unrel	Eva put the whiskey bottle up high out of the baby's performer as a precaution.	performer
Frame140	pred	The contractor replaced the shingles on the roof this week.	roof
Frame140	orth	The contractor replaced the shingles on the hoof this week.	hoof
Frame140	sem	The contractor replaced the shingles on the protection this week.	protection
Frame140	unrel	The contractor replaced the shingles on the problem this week.	problem
Frame141	pred	Not wanting to be too romantic, Arthur brought his mother a daisy instead of a beautiful red rose on Valentine's Day.	rose
Frame141	orth	Not wanting to be too romantic, Arthur brought his mother a daisy instead of a beautiful red rope on Valentine's Day.	rope
Frame141	sem	Not wanting to be too romantic, Arthur brought his mother a daisy instead of a beautiful red garden on Valentine's Day.	garden
Frame141	unrel	Not wanting to be too romantic, Arthur brought his mother a daisy instead of a beautiful red plot on Valentine's Day.	plot
Frame143	pred	The homeowners kept their valuables in a safe out of sight.	safe
Frame143	orth	The homeowners kept their valuables in a same out of sight.	same
Frame143	sem	The homeowners kept their valuables in a locksmith out of sight.	locksmith
Frame143	unrel	The homeowners kept their valuables in a paragraph out of sight.	paragraph
Frame144	pred	The rescue team found signs of the lost boy down by the river so they ardently continued their search until dark.	search
Frame144	orth	The rescue team found signs of the lost boy down by the river so they ardently continued their starch until dark.	starch
Frame144	sem	The rescue team found signs of the lost boy down by the river so they ardently continued their explorer until dark.	explorer
Frame144	unrel	The rescue team found signs of the lost boy down by the river so they ardently continued their quart until dark.	quart
Frame146	pred	The cows moved from the sun into the shade near us.	shade
Frame146	orth	The cows moved from the sun into the shake near us.	shake
Frame146	sem	The cows moved from the sun into the tree near us.	tree
Frame146	unrel	The cows moved from the sun into the horn near us.	horn
Frame147	pred	You need a sharp razor to get a good shave most of the time.	shave
Frame147	orth	You need a sharp razor to get a good share most of the time.	share
Frame147	sem	You need a sharp razor to get a good leg most of the time.	leg
Frame147	unrel	You need a sharp razor to get a good dance most of the time.	dance
Frame148	pred	The librarian filed the books on a shelf before leaving.	shelf
Frame148	orth	The librarian filed the books on a shell before leaving.	shell
Frame148	sem	The librarian filed the books on a food before leaving.	food
Frame148	unrel	The librarian filed the books on a stranger before leaving.	stranger
Frame149	pred	The turtle tucked its head inside its shell and hid.	shell
Frame149	orth	The turtle tucked its head inside its spell and hid.	spell
Frame149	sem	The turtle tucked its head inside its beach and hid.	beach
Frame149	unrel	The turtle tucked its head inside its poster and hid.	poster
Frame150	pred	Steve spilled coffee all over his clean white shirt and pants.	shirt
Frame150	orth	Steve spilled coffee all over his clean white shire and pants.	shire
Frame150	sem	Steve spilled coffee all over his clean white hanger and pants.	hanger
Frame150	unrel	Steve spilled coffee all over his clean white nerve and pants.	nerve
Frame151	pred	The slob stained the collar of his shirt and jacket.	shirt
Frame151	orth	The slob stained the collar of his short and jacket.	short
Frame151	sem	The slob stained the collar of his starch and jacket.	starch
Frame151	unrel	The slob stained the collar of his stool and jacket.	stool
Frame152	pred	When Sandra broke her leg, she forgot the cast on her foot would allow her to wear only one shoe to work.	shoe
Frame152	orth	When Sandra broke her leg, she forgot the cast on her foot would allow her to wear only one shop to work.	shop
Frame152	sem	When Sandra broke her leg, she forgot the cast on her foot would allow her to wear only one cobbler to work.	cobbler
Frame152	unrel	When Sandra broke her leg, she forgot the cast on her foot would allow her to wear only one asteroid to work.	asteroid
Frame154	pred	The cobbler patched the sole of my shoe for free.	shoe
Frame154	orth	The cobbler patched the sole of my shot for free.	shot
Frame154	sem	The cobbler patched the sole of my lace for free.	lace
Frame154	unrel	The cobbler patched the sole of my occasion for free.	occasion
Frame155	pred	Jane had to take the bus to work since her car was in the shop until Wednesday.	shop
Frame155	orth	Jane had to take the bus to work since her car was in the slop until Wednesday.	slop
Frame155	sem	Jane had to take the bus to work since her car was in the customer until Wednesday.	customer
Frame155	unrel	Jane had to take the bus to work since her car was in the ritual until Wednesday.	ritual
Frame157	pred	Most shark attacks occur very close to shore in Australia.	shore
Frame157	orth	Most shark attacks occur very close to score in Australia.	score
Frame157	sem	Most shark attacks occur very close to lines in Australia.	lines
Frame157	unrel	Most shark attacks occur very close to ignition in Australia.	ignition
Frame158	pred	He crossed the street to get to the other side very quickly.	side
Frame158	orth	He crossed the street to get to the other sire very quickly.	sire
Frame158	sem	He crossed the street to get to the other back very quickly.	back
Frame158	unrel	He crossed the street to get to the other molecule very quickly.	molecule
Frame159	pred	They left the dirty dishes in the sink and dashed.	sink
Frame159	orth	They left the dirty dishes in the link and dashed.	link
Frame159	sem	They left the dirty dishes in the plumbing and dashed.	plumbing
Frame159	unrel	They left the dirty dishes in the chin and dashed.	chin
Frame160	pred	Some people need more than eight hours of sleep each night.	sleep
Frame160	orth	Some people need more than eight hours of sweep each night.	sweep
Frame160	sem	Some people need more than eight hours of yawns each night.	yawns
Frame160	unrel	Some people need more than eight hours of deduction each night.	deduction
Frame161	pred	A dog has a good sense of smell and loyalty.	smell
Frame161	orth	A dog has a good sense of small and loyalty.	small
Frame161	sem	A dog has a good sense of aroma and loyalty.	aroma
Frame161	unrel	A dog has a good sense of tide and loyalty.	tide
Frame162	pred	The chef knew how to use just the right blend of sweet and sour when cooking Chinese.	sour
Frame162	orth	The chef knew how to use just the right blend of sweet and four when cooking Chinese.	four
Frame162	sem	The chef knew how to use just the right blend of sweet and pucker when cooking Chinese.	pucker
Frame162	unrel	The chef knew how to use just the right blend of sweet and broom when cooking Chinese.	broom
Frame163	pred	Bill jumped in the lake and made a big splash with his cannonball.	splash
Frame163	orth	Bill jumped in the lake and made a big slash with his cannonball.	slash
Frame163	sem	Bill jumped in the lake and made a big mermaid with his cannonball.	mermaid
Frame163	unrel	Bill jumped in the lake and made a big guide with his cannonball.	guide
Frame165	pred	Living in the city, Alfred was surprised that in the desert you could see a bright, clear moon and millions of stars after dark.	stars
Frame165	orth	Living in the city, Alfred was surprised that in the desert you could see a bright, clear moon and millions of stays after dark.	stays
Frame165	sem	Living in the city, Alfred was surprised that in the desert you could see a bright, clear moon and millions of midnights after dark.	midnights
Frame165	unrel	Living in the city, Alfred was surprised that in the desert you could see a bright, clear moon and millions of soaps after dark.	soaps
Frame167	pred	The young woman called the police when she saw the man with a gun walk quickly into the crowded liquor store wearing a mask.	store
Frame167	orth	The young woman called the police when she saw the man with a gun walk quickly into the crowded liquor snore wearing a mask.	snore
Frame167	sem	The young woman called the police when she saw the man with a gun walk quickly into the crowded liquor register wearing a mask.	register
Frame167	unrel	The young woman called the police when she saw the man with a gun walk quickly into the crowded liquor phrase wearing a mask.	phrase
Frame168	pred	Maura heard thunder in the distance and knew they were in for a big storm that night.	storm
Frame168	orth	Maura heard thunder in the distance and knew they were in for a big store that night.	store
Frame168	sem	Maura heard thunder in the distance and knew they were in for a big drain that night.	drain
Frame168	unrel	Maura heard thunder in the distance and knew they were in for a big scarf that night.	scarf
Frame169	pred	Joan thinks a good fiction writer first jots her ideas in pencil for her next short story or article.	story
Frame169	orth	Joan thinks a good fiction writer first jots her ideas in pencil for her next short storm or article.	storm
Frame169	sem	Joan thinks a good fiction writer first jots her ideas in pencil for her next short bedtime or article.	bedtime
Frame169	unrel	Joan thinks a good fiction writer first jots her ideas in pencil for her next short ski or article.	ski
Frame170	pred	The little girl refused to go to sleep until he told her a story and sang.	story
Frame170	orth	The little girl refused to go to sleep until he told her a stony and sang.	stony
Frame170	sem	The little girl refused to go to sleep until he told her a newspaper and sang.	newspaper
Frame170	unrel	The little girl refused to go to sleep until he told her a mansion and sang.	mansion
Frame171	pred	Jeremy took his violin in for repair because his little brother had accidentally broken a string while playing it.	string
Frame171	orth	Jeremy took his violin in for repair because his little brother had accidentally broken a strong while playing it.	strong
Frame171	sem	Jeremy took his violin in for repair because his little brother had accidentally broken a knot while playing it.	knot
Frame171	unrel	Jeremy took his violin in for repair because his little brother had accidentally broken a distance while playing it.	distance
Frame173	pred	Giraffes are known for their long necks and zebras for their stripes of black and white.	stripes
Frame173	orth	Giraffes are known for their long necks and zebras for their strikes of black and white.	strikes
Frame173	sem	Giraffes are known for their long necks and zebras for their stars of black and white.	stars
Frame173	unrel	Giraffes are known for their long necks and zebras for their loop of black and white.	loop
Frame174	pred	The knight slayed the dragon with his sword and his club.	sword
Frame174	orth	The knight slayed the dragon with his swore and his club.	swore
Frame174	sem	The knight slayed the dragon with his pirate and his club.	pirate
Frame174	unrel	The knight slayed the dragon with his library and his club.	library
Frame175	pred	The Doberman stood its ground and bared its teeth to the mailman.	teeth
Frame175	orth	The Doberman stood its ground and bared its tenth to the mailman.	tenth
Frame175	sem	The Doberman stood its ground and bared its dentist to the mailman.	dentist
Frame175	unrel	The Doberman stood its ground and bared its report to the mailman.	report
Frame176	pred	They decided to give the party a Hawaiian theme with pineapples.	theme
Frame176	orth	They decided to give the party a Hawaiian there with pineapples.	there
Frame176	sem	They decided to give the party a Hawaiian park with pineapples.	park
Frame176	unrel	They decided to give the party a Hawaiian ounce with pineapples.	ounce
Frame177	pred	After Olga tore her dress, she went to the store for a needle and a spool of red thread for mending.	thread
Frame177	orth	After Olga tore her dress, she went to the store for a needle and a spool of red threat for mending.	threat
Frame177	sem	After Olga tore her dress, she went to the store for a needle and a spool of red rope for mending.	rope
Frame177	unrel	After Olga tore her dress, she went to the store for a needle and a spool of red golf for mending.	golf
Frame178	pred	She knew he was taking the job interview seriously because it was the first time she'd ever seen him wearing a suit and tie to work.	tie
Frame178	orth	She knew he was taking the job interview seriously because it was the first time she'd ever seen him wearing a suit and die to work.	die
Frame178	sem	She knew he was taking the job interview seriously because it was the first time she'd ever seen him wearing a suit and shawl to work.	shawl
Frame178	unrel	She knew he was taking the job interview seriously because it was the first time she'd ever seen him wearing a suit and hunter to work.	hunter
Frame180	pred	He can't be held responsible for the killing because he was crazy at the time of the crime.	time
Frame180	orth	He can't be held responsible for the killing because he was crazy at the lime of the crime.	lime
Frame180	sem	He can't be held responsible for the killing because he was crazy at the watch of the crime.	watch
Frame180	unrel	He can't be held responsible for the killing because he was crazy at the sugar of the crime.	sugar
Frame182	pred	The rude waiter was not given a tip at all.	tip
Frame182	orth	The rude waiter was not given a tin at all.	tin
Frame182	sem	The rude waiter was not given a calculation at all.	calculation
Frame182	unrel	The rude waiter was not given a cedar at all.	cedar
Frame184	pred	They were very grateful to the police officer who stopped to help change the flat tire without asking.	tire
Frame184	orth	They were very grateful to the police officer who stopped to help change the flat wire without asking.	wire
Frame184	sem	They were very grateful to the police officer who stopped to help change the flat pressure without asking.	pressure
Frame184	unrel	They were very grateful to the police officer who stopped to help change the flat journal without asking.	journal
Frame185	pred	The guide knew they were in grizzly bear territory when he saw deep scratches on the tree up ahead.	tree
Frame185	orth	The guide knew they were in grizzly bear territory when he saw deep scratches on the free up ahead.	free
Frame185	sem	The guide knew they were in grizzly bear territory when he saw deep scratches on the sap up ahead.	sap
Frame185	unrel	The guide knew they were in grizzly bear territory when he saw deep scratches on the patent up ahead.	patent
Frame187	pred	Unfortunately, people always get her confused with her identical but much grumpier twin who lives nearby.	twin
Frame187	orth	Unfortunately, people always get her confused with her identical but much grumpier twig who lives nearby.	twig
Frame187	sem	Unfortunately, people always get her confused with her identical but much grumpier bed who lives nearby.	bed
Frame187	unrel	Unfortunately, people always get her confused with her identical but much grumpier lobby who lives nearby.	lobby
Frame188	pred	The decorator positioned the painting on the wall for viewing.	wall
Frame188	orth	The decorator positioned the painting on the call for viewing.	call
Frame188	sem	The decorator positioned the painting on the graffiti for viewing.	graffiti
Frame188	unrel	The decorator positioned the painting on the soda for viewing.	soda
Frame189	pred	About three fourths of the surface of the world is covered by water we learned.	water
Frame189	orth	About three fourths of the surface of the world is covered by eater we learned.	eater
Frame189	sem	About three fourths of the surface of the world is covered by thirst we learned.	thirst
Frame189	unrel	About three fourths of the surface of the world is covered by gloves we learned.	gloves
Frame190	pred	He was knocked off his surfboard by the first wave that hit.	wave
Frame190	orth	He was knocked off his surfboard by the first cave that hit.	cave
Frame190	sem	He was knocked off his surfboard by the first sand that hit.	sand
Frame190	unrel	He was knocked off his surfboard by the first magazine that hit.	magazine
Frame191	pred	Tricia had never seen a spider get tangled up in its own web or silk thread.	web
Frame191	orth	Tricia had never seen a spider get tangled up in its own wet or silk thread.	wet
Frame191	sem	Tricia had never seen a spider get tangled up in its own browser or silk thread.	browser
Frame191	unrel	Tricia had never seen a spider get tangled up in its own bread or silk thread.	bread
Frame192	pred	Jonathan doesn't think a husband should cheat on his wife at all.	wife
Frame192	orth	Jonathan doesn't think a husband should cheat on his wine at all.	wine
Frame192	sem	Jonathan doesn't think a husband should cheat on his ring at all.	ring
Frame192	unrel	Jonathan doesn't think a husband should cheat on his instrument at all.	instrument
Frame193	pred	The billionaire sought a divorce from his wife after two decades.	wife
Frame193	orth	The billionaire sought a divorce from his wipe after two decades.	wipe
Frame193	sem	The billionaire sought a divorce from his dowry after two decades.	dowry
Frame193	unrel	The billionaire sought a divorce from his puzzle after two decades.	puzzle
Frame194	pred	Vivian insists she has refined her tastes and instead of beer she only drinks fine wine with dinner.	wine
Frame194	orth	Vivian insists she has refined her tastes and instead of beer she only drinks fine wide with dinner.	wide
Frame194	sem	Vivian insists she has refined her tastes and instead of beer she only drinks fine cork with dinner.	cork
Frame194	unrel	Vivian insists she has refined her tastes and instead of beer she only drinks fine slap with dinner.	slap
Frame195	pred	The hunters hoped to pick off some birds that were migrating south for the winter as usual.	winter
Frame195	orth	The hunters hoped to pick off some birds that were migrating south for the winner as usual.	winner
Frame195	sem	The hunters hoped to pick off some birds that were migrating south for the snowman as usual.	snowman
Frame195	unrel	The hunters hoped to pick off some birds that were migrating south for the hole as usual.	hole
Frame196	pred	Lisa gets annoyed when she reads how much more money the average man earns compared to the average woman in industry.	woman
Frame196	orth	Lisa gets annoyed when she reads how much more money the average man earns compared to the average roman in industry.	roman
Frame196	sem	Lisa gets annoyed when she reads how much more money the average man earns compared to the average maternity in industry.	maternity
Frame196	unrel	Lisa gets annoyed when she reads how much more money the average man earns compared to the average radio in industry.	radio
Frame198	pred	The carpenter carved a table out of wood and sanded it.	wood
Frame198	orth	The carpenter carved a table out of wool and sanded it.	wool
Frame198	sem	The carpenter carved a table out of termites and sanded it.	termites
Frame198	unrel	The carpenter carved a table out of graduation and sanded it.	graduation
Frame199	pred	The tourists visited the pandas at the zoo on Tuesday.	zoo
Frame199	orth	The tourists visited the pandas at the moo on Tuesday.	moo
Frame199	sem	The tourists visited the pandas at the zebra on Tuesday.	zebra
Frame199	unrel	The tourists visited the pandas at the volume on Tuesday.	volume
